ID,SKU,Name,Published,Short description,description,In stock?,Stock,Sale price,Regular price,Categories
96,MH06-XL-Purple,Stark Fundamental Hoodie-XL-Purple,1,,<p>You don't need bells and whistles when performance speaks for itself. The full-zip Stark Fundamental Hoodie give just what you need. Hood and fleece lining keep you warm while breathable fabric and wicking technology won't let you overheat.</p> <p>&bull; Navy specked full zip hoodie.<br />&bull; Ribbed cuffs banded waist.<br />&bull; Side pockets. <br />&bull; Machine wash/dry.</p>,1,100,,42,Clothing>Men>Tops>Hoodies & Sweatshirts
82,MH06-XS-Black,Stark Fundamental Hoodie-XS-Black,1,,<p>You don't need bells and whistles when performance speaks for itself. The full-zip Stark Fundamental Hoodie give just what you need. Hood and fleece lining keep you warm while breathable fabric and wicking technology won't let you overheat.</p> <p>&bull; Navy specked full zip hoodie.<br />&bull; Ribbed cuffs banded waist.<br />&bull; Side pockets. <br />&bull; Machine wash/dry.</p>,1,100,,42,Clothing>Men>Tops>Hoodies & Sweatshirts
83,MH06-XS-Blue,Stark Fundamental Hoodie-XS-Blue,1,,<p>You don't need bells and whistles when performance speaks for itself. The full-zip Stark Fundamental Hoodie give just what you need. Hood and fleece lining keep you warm while breathable fabric and wicking technology won't let you overheat.</p> <p>&bull; Navy specked full zip hoodie.<br />&bull; Ribbed cuffs banded waist.<br />&bull; Side pockets. <br />&bull; Machine wash/dry.</p>,1,100,,42,Clothing>Men>Tops>Hoodies & Sweatshirts
178,MH12-XS-Blue,Ajax Full-Zip Sweatshirt -XS-Blue,1,,<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers golfers hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>,1,100,,69,Clothing>Men>Tops>Hoodies & Sweatshirts
179,MH12-XS-Green,Ajax Full-Zip Sweatshirt -XS-Green,1,,<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers golfers hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>,1,100,,69,Clothing>Men>Tops>Hoodies & Sweatshirts
180,MH12-XS-Red,Ajax Full-Zip Sweatshirt -XS-Red,1,,<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers golfers hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>,1,100,,69,Clothing>Men>Tops>Hoodies & Sweatshirts
219,MJ01-L-Orange,Beaumont Summit Kit-L-Orange,1,,<p>The smooth nylon shell around the Beaumont Summit Kit combats wind reinforced with a cold-fighting brushed fleece layer. The jacket is reversible giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p> <p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>,1,100,,42,Clothing>Men>Tops>Jackets
220,MJ01-L-Red,Beaumont Summit Kit-L-Red,1,,<p>The smooth nylon shell around the Beaumont Summit Kit combats wind reinforced with a cold-fighting brushed fleece layer. The jacket is reversible giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p> <p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>,1,100,,42,Clothing>Men>Tops>Jackets
221,MJ01-L-Yellow,Beaumont Summit Kit-L-Yellow,1,,<p>The smooth nylon shell around the Beaumont Summit Kit combats wind reinforced with a cold-fighting brushed fleece layer. The jacket is reversible giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p> <p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>,1,100,,42,Clothing>Men>Tops>Jackets
241,MJ02,Hyperion Elements Jacket,1,This is a variable product called a Hyperion Elements Jacket,<p>Boldly face high winds frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p> <p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>,1,0,,51,Clothing>Men>Tops>Jackets
235,MJ02-L-Green,Hyperion Elements Jacket-L-Green,1,,<p>Boldly face high winds frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p> <p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>,1,100,,51,Clothing>Men>Tops>Jackets
236,MJ02-L-Orange,Hyperion Elements Jacket-L-Orange,1,,<p>Boldly face high winds frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p> <p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>,1,100,,51,Clothing>Men>Tops>Jackets
237,MJ02-L-Red,Hyperion Elements Jacket-L-Red,1,,<p>Boldly face high winds frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p> <p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>,1,100,,51,Clothing>Men>Tops>Jackets
256,MJ04-XL-Purple,Kenobi Trail Jacket-XL-Purple,1,,<p>Aside from sealed seams to keep moisture out and body heat in the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>,1,100,,47,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing
242,MJ04-XS-Black,Kenobi Trail Jacket-XS-Black,1,,<p>Aside from sealed seams to keep moisture out and body heat in the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>,1,100,,47,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing
243,MJ04-XS-Blue,Kenobi Trail Jacket-XS-Blue,1,,<p>Aside from sealed seams to keep moisture out and body heat in the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>,1,100,,47,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing
244,MJ04-XS-Purple,Kenobi Trail Jacket-XS-Purple,1,,<p>Aside from sealed seams to keep moisture out and body heat in the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>,1,100,,47,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing
353,MJ06,Jupiter All-Weather Trainer ,1,This is a variable product called a Jupiter All-Weather Trainer ,<p>Inclement climate be damned. With your breathable water-resistant Jupiter All-Weather Trainer you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>,1,0,,56.99,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing
347,MJ06-L-Blue,Jupiter All-Weather Trainer -L-Blue,1,,<p>Inclement climate be damned. With your breathable water-resistant Jupiter All-Weather Trainer you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>,1,100,,56.99,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing
348,MJ06-L-Green,Jupiter All-Weather Trainer -L-Green,1,,<p>Inclement climate be damned. With your breathable water-resistant Jupiter All-Weather Trainer you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>,1,100,,56.99,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing
349,MJ06-L-Purple,Jupiter All-Weather Trainer -L-Purple,1,,<p>Inclement climate be damned. With your breathable water-resistant Jupiter All-Weather Trainer you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>,1,100,,56.99,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing
344,MJ06-M-Blue,Jupiter All-Weather Trainer -M-Blue,1,,<p>Inclement climate be damned. With your breathable water-resistant Jupiter All-Weather Trainer you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>,1,100,,56.99,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing
272,MJ07-XL-Yellow,Orion Two-Tone Fitted Jacket-XL-Yellow,1,,<p>While you're getting fit you need a fitted jacket to match. Striking color blocking patterns on hood shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich torso tones of this 100% polyester moisture-wicking essential.</p> <p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>,1,100,,72,Clothing>Men>Tops>Jackets
258,MJ07-XS-Black,Orion Two-Tone Fitted Jacket-XS-Black,1,,<p>While you're getting fit you need a fitted jacket to match. Striking color blocking patterns on hood shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich torso tones of this 100% polyester moisture-wicking essential.</p> <p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>,1,100,,72,Clothing>Men>Tops>Jackets
259,MJ07-XS-Red,Orion Two-Tone Fitted Jacket-XS-Red,1,,<p>While you're getting fit you need a fitted jacket to match. Striking color blocking patterns on hood shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich torso tones of this 100% polyester moisture-wicking essential.</p> <p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>,1,100,,72,Clothing>Men>Tops>Jackets
260,MJ07-XS-Yellow,Orion Two-Tone Fitted Jacket-XS-Yellow,1,,<p>While you're getting fit you need a fitted jacket to match. Striking color blocking patterns on hood shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich torso tones of this 100% polyester moisture-wicking essential.</p> <p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>,1,100,,72,Clothing>Men>Tops>Jackets
289,MJ08,Lando Gym Jacket,1,This is a variable product called a Lando Gym Jacket,<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device so you're plugged in when working out.</p> <p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>,1,0,,99,Clothing>Men>Tops>Jackets
274,MJ08-XS-Blue,Lando Gym Jacket-XS-Blue,1,,<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device so you're plugged in when working out.</p> <p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>,1,100,,99,Clothing>Men>Tops>Jackets
275,MJ08-XS-Gray,Lando Gym Jacket-XS-Gray,1,,<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device so you're plugged in when working out.</p> <p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>,1,100,,99,Clothing>Men>Tops>Jackets
276,MJ08-XS-Green,Lando Gym Jacket-XS-Green,1,,<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device so you're plugged in when working out.</p> <p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>,1,100,,99,Clothing>Men>Tops>Jackets
290,MJ09-XS-Blue,Taurus Elements Shell-XS-Blue,1,,<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements thanks to the all-waterproof breathable exterior.</p> <p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof breathable seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>,1,100,,65,Clothing>Men>Tops>Jackets
291,MJ09-XS-White,Taurus Elements Shell-XS-White,1,,<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements thanks to the all-waterproof breathable exterior.</p> <p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof breathable seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>,1,100,,65,Clothing>Men>Tops>Jackets
292,MJ09-XS-Yellow,Taurus Elements Shell-XS-Yellow,1,,<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements thanks to the all-waterproof breathable exterior.</p> <p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof breathable seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>,1,100,,65,Clothing>Men>Tops>Jackets
321,MJ10,Mars HeatTech&trade; Pullover,1,This is a variable product called a Mars HeatTech&trade; Pullover,<p>The Mars HeatTech&trade; Jacket defense against winter climes so you can play offense in the park on the trail or in the deck chair. Great for the ski lodge or stadium it features a wind- and water-resistant outer shell with a draw-cord hood and deep pockets for storage.</p> <p>&bull; Red 1/4 zip pullover.<br />&bull; Adjustable VELCRO&reg; sleeve cuffs. <br />&bull; Two hand pockets. <br />&bull; Napoleon pocket. <br />&bull; Machine wash/dry</p>,1,0,,66,Clothing>Men>Tops>Jackets
315,MJ10-L-Black,Mars HeatTech&trade; Pullover-L-Black,1,,<p>The Mars HeatTech&trade; Jacket defense against winter climes so you can play offense in the park on the trail or in the deck chair. Great for the ski lodge or stadium it features a wind- and water-resistant outer shell with a draw-cord hood and deep pockets for storage.</p> <p>&bull; Red 1/4 zip pullover.<br />&bull; Adjustable VELCRO&reg; sleeve cuffs. <br />&bull; Two hand pockets. <br />&bull; Napoleon pocket. <br />&bull; Machine wash/dry</p>,1,100,,66,Clothing>Men>Tops>Jackets
316,MJ10-L-Orange,Mars HeatTech&trade; Pullover-L-Orange,1,,<p>The Mars HeatTech&trade; Jacket defense against winter climes so you can play offense in the park on the trail or in the deck chair. Great for the ski lodge or stadium it features a wind- and water-resistant outer shell with a draw-cord hood and deep pockets for storage.</p> <p>&bull; Red 1/4 zip pullover.<br />&bull; Adjustable VELCRO&reg; sleeve cuffs. <br />&bull; Two hand pockets. <br />&bull; Napoleon pocket. <br />&bull; Machine wash/dry</p>,1,100,,66,Clothing>Men>Tops>Jackets
317,MJ10-L-Red,Mars HeatTech&trade; Pullover-L-Red,1,,<p>The Mars HeatTech&trade; Jacket defense against winter climes so you can play offense in the park on the trail or in the deck chair. Great for the ski lodge or stadium it features a wind- and water-resistant outer shell with a draw-cord hood and deep pockets for storage.</p> <p>&bull; Red 1/4 zip pullover.<br />&bull; Adjustable VELCRO&reg; sleeve cuffs. <br />&bull; Two hand pockets. <br />&bull; Napoleon pocket. <br />&bull; Machine wash/dry</p>,1,100,,66,Clothing>Men>Tops>Jackets
383,MJ12-XL-Blue,Proteus Fitness Jackshirt-XL-Blue,1,,<p>Part jacket part shirt the Proteus Fitness Jackshirt makes an ideal companion for outdoor training camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.</p> <p>&bull; 1/4 zip. Stand-up collar. <br />&bull; Machine wash/dry.<br />&bull; Quilted inner layer.</p>,1,100,,45,Clothing>Men>Tops>Jackets
384,MJ12-XL-Orange,Proteus Fitness Jackshirt-XL-Orange,1,,<p>Part jacket part shirt the Proteus Fitness Jackshirt makes an ideal companion for outdoor training camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.</p> <p>&bull; 1/4 zip. Stand-up collar. <br />&bull; Machine wash/dry.<br />&bull; Quilted inner layer.</p>,1,100,,45,Clothing>Men>Tops>Jackets
370,MJ12-XS-Black,Proteus Fitness Jackshirt-XS-Black,1,,<p>Part jacket part shirt the Proteus Fitness Jackshirt makes an ideal companion for outdoor training camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.</p> <p>&bull; 1/4 zip. Stand-up collar. <br />&bull; Machine wash/dry.<br />&bull; Quilted inner layer.</p>,1,100,,45,Clothing>Men>Tops>Jackets
371,MJ12-XS-Blue,Proteus Fitness Jackshirt-XS-Blue,1,,<p>Part jacket part shirt the Proteus Fitness Jackshirt makes an ideal companion for outdoor training camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.</p> <p>&bull; 1/4 zip. Stand-up collar. <br />&bull; Machine wash/dry.<br />&bull; Quilted inner layer.</p>,1,100,,45,Clothing>Men>Tops>Jackets
372,MJ12-XS-Orange,Proteus Fitness Jackshirt-XS-Orange,1,,<p>Part jacket part shirt the Proteus Fitness Jackshirt makes an ideal companion for outdoor training camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.</p> <p>&bull; 1/4 zip. Stand-up collar. <br />&bull; Machine wash/dry.<br />&bull; Quilted inner layer.</p>,1,100,,45,Clothing>Men>Tops>Jackets
692,MP01,Caesar Warm-Up Pant,1,This is a variable product called a Caesar Warm-Up Pant,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p> <p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",1,0,,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
680,MP01-32-Black,Caesar Warm-Up Pant-32-Black,1,,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p> <p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",1,100,,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
681,MP01-32-Gray,Caesar Warm-Up Pant-32-Gray,1,,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p> <p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",1,100,,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
682,MP01-32-Purple,Caesar Warm-Up Pant-32-Purple,1,,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p> <p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",1,100,,35,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing
